id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
633520,4,"Depending on the toppings, anywhere from 5-15. You really can't go wrong with it. ","Week day lunch,Weekend lunch,At a party,Late night snack","15-20, depending on whether it's a wrap or a bowl. ",Aladdin,Laban Ayran ,"Parents,Friends",A moderate amount (medium),Shawarma
618333,4,"Bread

Two sauces

chicken or any meat

pickles

turnip

onions

Lettuce

4 min to 12

8 optimal","Week day lunch,Late night snack",8 Cad,Oppenheimer,Coca cola,Friends,A moderate amount (medium),Shawarma
628558,2, 8,Week day lunch,$12 ,"The Avengers. At the end of the film after the battle in NYC, Tony Stark suggests to the rest of the team that they go get shawarma.",tap water.,Strangers,,Shawarma
613776,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12 CAD,The Avengers,Diet Coke,Parents,A little (mild),Shawarma
317214,5,"I would expect there to be rice or fries, some salad including 2 vegetables and some onion and shawarma meat. So overall that's 5 ingredients.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",I would expect to pay around 16$ for a regular sized serving of shawarma.,I think of movies that I've watch with either my friends or my siblings.,Any drink would pair well.,"Siblings,Friends",A moderate amount (medium),Shawarma
628093,4,"6.

Multiple vegetables, meat, and sauces.",Late night snack,$12.00 ,Deadpool 2.,Water.,Friends,,Shawarma
525567,3,7,"Weekend lunch,Weekend dinner,Late night snack",12,The Kite Runner,Water,Friends,A lot (hot),Shawarma
634455,4,5-6,"Week day dinner,Weekend dinner,Late night snack",10-Jul,I dont think of a movie.,Water.,Friends,A lot (hot),Shawarma
498848,2,15,"Week day lunch,Weekend lunch",$10 ,Avengers,Pop,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
638838,4,10,"Week day lunch,Weekend lunch",$12.50 ,The Barbie Movie,Pepsi,Siblings,A moderate amount (medium),Shawarma
410165,5,8,"Week day lunch,Weekend lunch",15,avengers,pineapple juice,Friends,A moderate amount (medium),Shawarma
608554,4,4,"Week day lunch,Week day dinner,Weekend dinner",15,Avengers,Laban,"Parents,Siblings",A lot (hot),Shawarma
87783,2,At least 5 ingredients.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10 per sandwich ,The Avengers. ,Yogurt Drink or Coca-Cola,"Parents,Siblings,Friends,Strangers",,Shawarma
744091,3,1? I thought shawarma refered to the meat and not the whole wrap.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7-8$ for a whole wrap.,The Avengers,Water,Teachers,,Shawarma
744484,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12 ,The Avengers,Water,"Siblings,Friends",A lot (hot),Shawarma
508149,4,10,"Week day dinner,Weekend dinner",11,The Avengers,Water,Parents,I will have some of this food item with my hot sauce,Shawarma
524992,4,4,"Week day lunch,Weekend lunch",12,The Dictator,pepsi,"Friends,Strangers",A moderate amount (medium),Shawarma
413570,4,8 ingredients,"Week day lunch,Weekend lunch,At a party,Late night snack",$9 ,Avengers,Sprite,"Siblings,Friends",A little (mild),Shawarma
742611,3,"At least 3:

1. Bread / Dough outside

2. Sauce (tahini, etc)

3. Meat (Chicken, Beef, Lamb)

Also

4. Vegetables (Tomato, Cucumber, Lettuces). ","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",Usually 6$ to 12$ based on BA's food trucks and Uber Eats prices.,Probably some middle eat movies.,"None, or maybe water.","Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
631198,2,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,The Avengers,water,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
606150,3,Seven.,"Week day lunch,Weekend lunch",12 CAD.,Deadpool & Wolverine.,Coca Cola.,Friends,A little (mild),Shawarma
630928,4,9,"Week day lunch,Weekend lunch",11,Drishyam,coffee,Strangers,,Shawarma
607286,2,10-15,"Week day lunch,Late night snack",$10 ,The Avengers,Coke,Friends,A lot (hot),Shawarma
607609,3,8,"Week day lunch,Week day dinner,Weekend lunch",$7 ,Mission Impossible,Orange Juice,Siblings,A lot (hot),Shawarma
603607,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8,The Avengers,Pepsi,Friends,A little (mild),Shawarma
617029,4,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,Borat,tea,"Parents,Siblings",A moderate amount (medium),Shawarma
617462,3,6,"Week day lunch,Week day dinner,Late night snack",$10 ,Avengers 1 ,Coke,"Siblings,Friends",A moderate amount (medium),Shawarma
634690,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",11,Avengers,Pepsi,Friends,A moderate amount (medium),Shawarma
630198,3,7,Week day lunch,10,avengers,Mango Juice,"Parents,Friends,Strangers",A little (mild),Shawarma
520507,3,8,"Week day lunch,Weekend lunch",$6 ,,Water,Strangers,A little (mild),Shawarma
635065,3,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9,Aladdin,Soda,Friends,A moderate amount (medium),Shawarma
613209,2,4,"Week day lunch,Week day dinner",8-10 $,The Avengers 2012,Pepsi/Coke,Friends,A lot (hot),Shawarma
24137,2,5,"Week day lunch,Week day dinner",15,middle east movie,fruit juice,"Friends,Strangers",A little (mild),Shawarma
518809,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,none,coke,"Parents,Siblings",A lot (hot),Shawarma
508156,2,7,"Week day lunch,Week day dinner,Weekend lunch",$15 ,Avengers,Ayran,"Parents,Friends,Strangers",A moderate amount (medium),Shawarma
632909,3,6,"Week day lunch,Weekend lunch,At a party",$13 ,Avengers,Coke,"Siblings,Friends",A moderate amount (medium),Shawarma
414734,4,5,Week day lunch,lower than 15$,no movie,cola ,"Friends,Strangers",A moderate amount (medium),Shawarma
411810,5,about 10 for a good shawarma,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",about $7,None specifically,Mango juice,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
214145,2,5,Week day dinner,10,shrek2,wine,Friends,A lot (hot),Shawarma
628986,2,4,"At a party,Late night snack",16.98,Ninja Turtle,Coca-Cola,Teachers,A lot (hot),Shawarma
211158,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,,Soda,Friends,A moderate amount (medium),Shawarma
522877,4,6 ingredients ,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$12.50 ,Shrek,water,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
635024,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8-10 dollars.,The Avengers,Water.,"Parents,Siblings",A moderate amount (medium),Shawarma
602845,2,The food item can have between 5 and 10 ingredients.,Week day lunch,I expect to pay $10.,I think of the movie named Avengers.,"There is no specific that I like to pair with this food item, but I like to drink water.","Friends,Strangers",A moderate amount (medium),Shawarma
519822,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12 ,Nosferatu,Coca-cola,"Friends,Strangers",A lot (hot),Shawarma
605148,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$13 ,The Avengers,"Any soda: Pepsi, Coca Cola, Crush, Canada Dry",Friends,A moderate amount (medium),Shawarma
631600,5,"I would expect at least 10 ingredients. You have the different meats (chicken, lamb, beef). The vegetables are also present in this meal (pickles, red pickles, lettuce). Lets not forget about that bread. There are different kinds of breads one can use to make a shawarma, i.e., sag bread.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",I would pay around $10 for a large size shawarma,"I think about the first Avengers movie. After they fought off the aliens in the city, the superheroes gather at a local shawarma place that is nearly destroyed because of the alien invasion and eat quietly around the table.","Water. If you have any pop, that just cancels out all of the flavor in the shawarma. A good shawarma has all the flavor you need and one does not need pop to cancel it out.","Parents,Siblings,Friends",,Shawarma
716142,4,"8+ meat, rice, a lot of vegetables, spices, sauces","Week day dinner,Weekend dinner",$5 ,Avengers,Soda,Parents,A moderate amount (medium),Shawarma
525853,5,3 to 6 ingredients,"Week day lunch,Weekend lunch,At a party",15 to 20 dollars,Alien,Orange juice,Strangers,,Shawarma
835124,3,7,"Week day dinner,Weekend dinner,Late night snack",$9 ,The Avengers,Fanta,Parents,A moderate amount (medium),Shawarma
630117,2,"Around 4

if we’re talking about only the chicken part","Week day lunch,Weekend lunch",Around 14,,Pop drink,Strangers,,Shawarma
631531,2,4-5,"Week day lunch,Week day dinner,At a party",~$10,Avengers age of ultron,pepsi,"Parents,Siblings",A little (mild),Shawarma
714062,3,At least 8,"Week day lunch,Weekend lunch",Around 10 CAD,,Apple juice,Friends,A little (mild),Shawarma
498563,3,13,"Week day lunch,Weekend lunch",$12 ,Avenger,Tea,Strangers,,Shawarma
625319,3,"Chicken or beef.

Saj bread or some bread for the wrap.
Lettuce
Pickles
Tomatoes
Cilantro 

 ","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$9-10,The Dictator,"Soda, Water, or Coffee","Parents,Siblings,Friends",A little (mild),Shawarma
630999,2,6,"Week day lunch,Week day dinner,Late night snack",15 dollars,,Water,Strangers,A little (mild),Shawarma
97339,3,10,Week day lunch,$10 ,The Avengers,Coke Zero,Friends,A moderate amount (medium),Shawarma
632299,4,At least 5.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12 dollars.,The avengers,Water,Siblings,A moderate amount (medium),Shawarma
609116,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$8 ,The Avengers,Soda,"Parents,Siblings",A moderate amount (medium),Shawarma
626789,3,7,"Week day lunch,Weekend lunch",11,,diet coke,Friends,A moderate amount (medium),Shawarma
504599,3,5-10,Week day lunch,10 CAD,The Avengers,Orange juice,Friends,A moderate amount (medium),Shawarma
632684,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,Avengers,Coca Cola,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
632156,4,I would expect this food item to contain around ten ingredients.,"Week day lunch,Late night snack","Taking one wrap as one serving, I would expect to pay $12.",I think of the Avengers when I think of shawarma.,I would pair coke with shawarma.,Siblings,,Shawarma
603582,4,15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10 CAD,The Road to Fallujah,Coke,"Siblings,Friends",A lot (hot),Shawarma
298481,3,10-15 depending on the type of shwarma,"Week day dinner,Weekend dinner",$5-$15,Kingdom of Heaven,Coke Zero,Strangers,A moderate amount (medium),Shawarma
718026,3,4,"Week day lunch,Weekend lunch",8,the dictator,pepsi,Friends,,Shawarma
602533,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",14,The Avengers,Nestea,"Parents,Friends,Strangers",A lot (hot),Shawarma
522345,3,It could contain anywhere between 3 to 12 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",I would pay $12 for an 8-inch shawarma and $16 for a 16-inch shawarma,Avengers,Mango Juice,"Parents,Siblings,Friends",A little (mild),Shawarma
629758,3,4,"Week day lunch,Weekend lunch,At a party",around 10 dollars,time of happiness ,diet coke,"Friends,Strangers",A little (mild),Shawarma
632051,2,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,The Dictator,Water,"Friends,Strangers",A moderate amount (medium),Shawarma
632975,4,7-12,"Week day dinner,Weekend lunch",12,Barbie,Water,"Parents,Strangers",A lot (hot),Shawarma
627792,3,Four.,"Week day lunch,Weekend lunch,At a party",8 CAD.,The Avengers.,Coca Cola.,Parents,A moderate amount (medium),Shawarma
712054,3,5,Week day lunch,$16 ,Green Book,Nestea Iced Tea,Parents,A little (mild),Shawarma
631881,4,10-15 ingredients,"Week day lunch,Weekend lunch",$8-$12,The Avengers because they eat it together after the Battle of New York.,Beer or soda,"Siblings,Friends",A moderate amount (medium),Shawarma
628744,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$10-15,Avengers,Water,Strangers,A moderate amount (medium),Shawarma
604132,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,Avangers,Water,"Parents,Siblings",A moderate amount (medium),Shawarma
629807,3,5,"Week day lunch,Week day dinner,Weekend lunch",10,Avengers,Water,Parents,A lot (hot),Shawarma
633024,2,9,"Week day lunch,Weekend lunch",10,N.A. (I only watched a few movies so I cannot think of any movie related to Shawarma),Sprite,Strangers,A little (mild),Shawarma
631221,2,I would expect there to be between 2 and 6 ingredients.,"Week day lunch,Weekend lunch",I would expect to pay $10.,Hangover,Water,"Friends,Strangers",,Shawarma
601983,3,4,"Week day lunch,Weekend lunch",10,Coco,Iced Tea,Friends,A little (mild),Shawarma
601217,3,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10 CAD,11-Sep,Diet coke,Friends,A lot (hot),Shawarma
629221,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$13 ,Borat,Coke,Friends,A moderate amount (medium),Shawarma
634705,3,10,"Week day lunch,Weekend lunch",$8 ,13 Hours,Coca Cola,Strangers,A lot (hot),Shawarma
630070,4,5,"Week day lunch,Week day dinner,Weekend dinner",$16 ,Avengers,Sprite,"Parents,Friends",A moderate amount (medium),Shawarma
629072,1,10,"Week day lunch,Weekend lunch",$13.50 ,Aladdin,Water,"Parents,Friends",A little (mild),Shawarma
630044,4,I expect like 10 ingredients.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",I expect to pay like 13$ for a serving,Ratatouille,Diet Pepsi,"Friends,Strangers",A little (mild),Shawarma
626026,4,9,"Week day lunch,Week day dinner,Late night snack",10$,ratatouille,sparkling water.,"Siblings,Friends",A moderate amount (medium),Shawarma
520303,2,"Radish, pickle, chicken, sauce, pita","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,Murder on the Orient Express,Coke,Friends,A moderate amount (medium),Shawarma
630972,4,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10 bucks,The Dictator,Soda,"Friends,Strangers",A lot (hot),Shawarma
630948,4,5,"Week day lunch,Week day dinner,Late night snack",10,,soda,Friends,A little (mild),Shawarma
626778,5,10 ingredients,"Week day lunch,Week day dinner",$12 ,The Avengers,Coke Zero,"Parents,Siblings",A little (mild),Shawarma
631181,3,9,"Week day lunch,Weekend lunch,Late night snack",12,Three idiots,Coke,Friends,A little (mild),Shawarma
630098,5,"I would expect 7 ingredients. 

Meat (chicken, beef, lamb, or turkey, often seasoned and roasted)
Pita bread or flatbread
Garlic
Yogurt
Lemon juice
Olive oil
Spices (cumin, paprika, turmeric, cinnamon, etc.)","Week day lunch,Week day dinner,Weekend lunch",10 dollar,The Avengers,Apple juice.,Friends,A moderate amount (medium),Shawarma
629959,4,11,"Week day dinner,Weekend dinner,Late night snack",15 dollars,Avengers,Water,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
629869,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15 ,Dune,Diet coke,"Parents,Friends",A moderate amount (medium),Shawarma
209691,3,I expect this food item to contain 10 ingredients.,"Week day lunch,Weekend lunch",I expect to pay $10 for one serving of this food item.,I think of The Avengers when thinking of this food item.,I would pair this food item with iced tea.,"Friends,Strangers",,Shawarma
600915,3,4,"Weekend lunch,Weekend dinner",10,Cars,Water,"Parents,Friends",,Shawarma
525420,5,8,"Week day lunch,Week day dinner,Weekend lunch",$10 ,Borat,Laban,"Parents,Siblings",A lot (hot),Shawarma
414710,4,6 ,"Week day lunch,Weekend lunch",$10 CAD,Avengers,7UP,"Siblings,Strangers",A lot (hot),Shawarma
629985,3,7,"Week day lunch,Weekend lunch,At a party,Late night snack",$7 ,The Grinch,Water,Friends,A lot (hot),Shawarma
523128,3,10,"Week day lunch,Week day dinner,Weekend lunch,At a party",10,John Wick,Coke,"Parents,Siblings",A moderate amount (medium),Shawarma
727410,2,6,"Week day lunch,Weekend lunch",$20 ,The Avengers,Coke,Friends,A moderate amount (medium),Shawarma
68949,4,8,"Week day lunch,Week day dinner,Weekend dinner",$10-$13 depending on the size.,The Avengers (2012),Ice Tea or Lemonade,"Parents,Siblings,Friends",A lot (hot),Shawarma
